uniq_id,initial_sal_,final_sal,mean_salary,period,period_cond,job,job_type,city,state,organization_,org_desc,sector_,sector_level,benefits
e772c26e449a544055378a3d7cced88f,0.0,0.0,0.0,,,regional training mgr ,full time,sacramento, ca,Accounting, Auditing Services,Business/Strategic,Management,
155a556ca56bf89ea90b260a60b48e3d,0.0,0.0,0.0,,,teller ,full time,houston, tx,Banking,,Experienced,(Non-Manager),
531d9f95be7266f8f0dd6c8e0085be18,0.0,0.0,0.0,,,board of director,full time,49684,,Nonprofit,Charitable Organizations,Experienced,(Non-Manager),
eddb61c62fd5b9ccf0fbcd01ac06b101,3500000.0,8500000.0,6000000.0,year,,nightclub mgr ,full time,st. charles, mo 63301,Hotels, LodgingEntertainment Venues  TheatersFood  Beverage Production,Business/Strategic,Management,
e9c7d56b748288d3053128e9c88dc6b7,0.0,0.0,0.0,,,enfield oaks,full time,enfield, nc,Healthcare,Services,Business/Strategic,Management,
3999b07f5912fcdf7f8e1e0142d5a654,0.0,0.0,0.0,,,executive director,full time,nashville, tn 37221,Healthcare,Services Business Services   Other,Business/Strategic,Management,
a743a9429e81f9432b92d3a0a37ae86d,0.0,0.0,0.0,,,selling supervisor ,full time,newburgh, ny,Other,Not Classified,Business/Strategic,Management,
6b5dcd0a19de17d4e033cce11f2fef27,0.0,0.0,0.0,,,service mgr  ,full time,mooresville, nc,Business,Services   Other,Business/Strategic,Management,
2f4ed44ae1dfba5cdc75859db8d8252f,0.0,0.0,0.0,,,sr buyer ,full time,oakland, ca,Business,Services   Other,Experienced,(Non-Manager),
992b5be8273d5109a5426d00e7fc24b4,0.0,0.0,0.0,,,operations implementation mgr ,full time,houston, tx 77019,Business,Services   OtherOther Not Classified,Business/Strategic,Management,
83d648978f3d3ead12eccbfc4726583f,0.0,0.0,0.0,,,business mgr ,full time,pittsburgh 15238,,Education,,Manager,(Manager/Supervisor of Staff),
cc12feef8c135e64f0448ca2e02b962d,0.0,0.0,0.0,,,ft store mgr,full time,the brands of everyday life.™ **retail store manager** want to work with a product you love? yankee candle is seeking individuals who are passionate about home décor and fragrance. we are an energetic, innovative and engaged team,Business,Services   Other,Business/Strategic,Management,
e72e1c521da6309fde5c1ecd035b8982,0.0,0.0,0.0,,,fx business analyst ,full time,toronto,,Computer,IT Services,Experienced,(Non-Manager),
ab44ad71be843fa83480e69be2ca40b6,0.0,0.0,0.0,,,teller ,full time,rock springs, wy,Banking,,Experienced,(Non-Manager),
6084e402ce5d12cc9b32a728e1fcb470,0.0,0.0,0.0,,,entry level mgr,full time,pittsburgh, pa 15220,Telecommunications,Services Advertising  PR Services Business Services   Other,Business/Strategic,Management,
14ed9182b0bb0629b5de2d4c86fcca01,0.0,0.0,0.0,,,assistant operations mgr,full time,philadelphia, pa 19115,Advertising, PR Services Management Consulting Services Business Services   Other,Business/Strategic,Management,
31921dd683ba035c90445291b40f170f,0.0,0.0,0.0,,,quality analyst ,temporary,jacksonville, fl 32202,Other,Not Classified,Experienced,(Non-Manager),
f5ca14d206bf257bbfde8bb961b86f6f,0.0,0.0,0.0,,,mgr,full time,the brands of everyday life.™ # retail store manager **job summary:** as a retail store manager, you will be responsible for the management and leadership of a yankee candle store; overseeing and driving daily sales performance; maintain service and operational standards; supervising,Business,Services   Other,Business/Strategic,Management,
4b28a156b665b26042dad3b02096f69e,0.0,0.0,0.0,,,entry level mgr trainee,full time,chicago, il 60602,Advertising, PR Services Management Consulting Services Business Services   Other,Business/Strategic,Management,
b15b67a82c40eacdaa93e0fbf4141272,0.0,0.0,0.0,,,sales,full time,ravenna, oh 44266,Business,Services   Other,Experienced,(Non-Manager),
d908e0618976a123ff56c04c61074021,0.0,0.0,0.0,,,operations mgr,full time,colorado springs, co 80920,Manufacturing,  Other,Business/Strategic,Management,
1924661d395ce62dd80400117bdab537,0.0,0.0,0.0,,,selling supervisor ,full time,janesville, wi,Business,Services   Other,Business/Strategic,Management,
b63dabac1bddf9e3a6ad37dda1366e16,0.0,0.0,0.0,,,help desk,full time,glendale, ca 91204,Other,Not Classified,Experienced,(Non-Manager),
5729b5e02bb8e14b535bea56c283d82a,0.0,0.0,0.0,,,corporate strategy ,full time,newport beach, ca 92660,Aerospace, Defense,Business/Strategic,Management,
e93ed3040b18c2a40d161fd078c0d9ca,0.0,0.0,0.0,,,sr director,full time,senior director and operations counsel, kindred at home ( job number: 285162 ) description we are recruiting for a senior director and operations counsel,Healthcare,Services,Business/Strategic,Management,
52796e85eb0107ca74d81445a8af138d,0.0,0.0,0.0,,,teller ,full time,orem, ut,Banking,,Experienced,(Non-Manager),
d51118eb192c05a1fbfe9d96f8d3b58e,0.0,0.0,0.0,,,qa mgr ,full time,arlington, va 22201,Construction,  Industrial Facilities  InfrastructureGovernment  MilitaryConstruction   Residential  Commercial Office,Business/Strategic,Management,
bd72df1bd18b6c042df71f5949440526,0.0,0.0,0.0,,,assistant mgr,full time,sandy springs, ga 30318,Advertising, PR Services Management Consulting Services Business Services   Other,Business/Strategic,Management,
0e59d1ac1f4b1276daef159b287950e9,0.0,0.0,0.0,,,entry level mgr trainee,full time,atlanta, ga 30318,Advertising, PR ServicesManagement Consulting ServicesBusiness Services   Other,Business/Strategic,Management,
919890b151e54898c5159cb347900c99,0.0,0.0,0.0,,,market leader ,full time,milwaukee, wi 53202,Real,Estate Property ManagementNonprofit Charitable Organizations,Business/Strategic,Management,
55d5cfdbff89ab1de4164b8ad7b7a782,0.0,0.0,0.0,,,project support specialist ,full time,project support specialist (part-time/on call) all times are in eastern daylight time. requisition id 2016-9838 job locations us - md - frederick posted date 9/7/2016 category program & project management clearance level must currently possess no clearance required telecommuting options some telecommuting allowed clearance level must be able to obtain no clearance required opportunity details: overview: provides administrative and logistical support for contracts including the scientific merit peer review process; relies on established internal protocol. responsibilities: participates in training temporary staff leading up to peer review.; participates as a member of the team in improving and executing repeatable, transferable,Security, Surveillance,Business/Strategic,Management,
722ee47da13ff1385128ffbc5ae9e4fd,0.0,0.0,0.0,,,nurse rn or lpn healthcare mgr ,full time,northport, al 35476,Healthcare,Services,Business/Strategic,Management,
647168de4c440bacf1549018bc9ff862,0.0,0.0,0.0,,,sr plant engineer ,full time,dover, de 19901,Consumer,Packaged Goods Manufacturing,Manager,(Manager/Supervisor of Staff),
568c7fc1bd6ce77b19368a2161b59a85,0.0,0.0,0.0,,,outside plant ,full time,mcallen, tx 78504,Telecommunications,Services,Engineering,,
ee5d64ae4a51256f9ebfffc9210933fc,6000000.0,7000000.0,6500000.0,year,,mechanical design engineer ,full time,overland park, ks 66210,Manufacturing,  Other,Engineering,,
19098af66e2f9bd4613e55ce0d0ca195,0.0,0.0,0.0,,,applications enigneer ,full time,elkin, nc 28621,Manufacturing,  Other,Experienced,(Non-Manager),
2919fb87e407c799ae87189566650073,0.0,0.0,0.0,,,test,full time,wayne, pa,Medical,Devices  Supplies,Engineering,,
1a85934ced0ecc1b6423fd4bf20824d0,0.0,0.0,0.0,,,truck driver,full time,chicago, il,Transpt, Stage   Materials,Logistics/Transportation,,
7fbd20d4a133d7f5a2451aaab05788f9,0.0,0.0,0.0,,,enrollment agent i,full time,chicago, il,Computer,Software  Computer IT Services,Customer,Support/Client Care,
c86753ad307e55c5c1680e1bd4c6b2cd,0.0,0.0,0.0,,,resident care provider ,full time,san antonio, tx 78249,Healthcare,Services Other Not Classified,Medical/Health,,
bb0caac301e72ea55765a293046ce4c4,0.0,0.0,0.0,,,cna,full time,san antonio, tx 78251,Healthcare,Services,Medical/Health,,
67265c84d35753a664ca8c391d7cbccb,0.0,0.0,0.0,,,cert nurse asst i,full time,san antonio, tx 78251,Healthcare,Services,Medical/Health,,
4ef34cc30bd80f8f503af68894429a53,0.0,0.0,0.0,,,field mechanic ,full time,san jose, ca,Automotive,Sales  Repair Services,Installation/Maintenance/Repair,,
8a132e2332819a0d7c1455188c369310,6500000.0,12000000.0,9250000.0,year,,pm,full time,project manager - construction,,Dayton, OH 45431,Engineering,,
217cf2b3e7542b58ff7ad1bbbb1a2b52,0.0,0.0,0.0,,,entry level field tech ,full time,entry level field technician (construction),,All,,Building,Construction/Skilled Trades,
975838a72eb84104f6a229d73f03a133,0.0,0.0,0.0,,,tmobjp,full time,job description job #:  710407for more information please contact anissa ward*award@apexsystemsinc.comtitle: construction project manager location: overlandpark, ks duration: 12 month contract at least 3 years relevant experience required. experience with ericsson equipment preferred.coordinate and manage vendors performing qc/qa inspections,Computer,IT Services,Experienced,(Non-Manager),
21a0b15141388fcdbd0320b0a52edfcc,0.0,0.0,0.0,,,tmobjp,full time,denver, co,Computer,IT Services,Experienced,(Non-Manager),
55d711c517e361122b938f4765f8c230,0.0,0.0,0.0,,,commercial construction superintendent ,full time,denver, co,Staffing,Employment Agencies,Building,Construction/Skilled Trades,
e91b67c894a94a2a8833aa40554398cc,0.0,0.0,0.0,,,tmobjp,full time,job description job #:  710403job title: construction project coordinatorlocation: overland park, ksjob description: at least 3 years relevant experience required.support operations team in all components of project.support construction schedules as directed by the construction project manager.provide job in progress and qc/qa reports.*if interested in this position,Computer,IT Services,Experienced,(Non-Manager),
f5326c88eddbc606ea939ef13184796d,0.0,0.0,0.0,,,tmobjp,full time,edina, mn,Computer,IT Services,Experienced,(Non-Manager),
5bc83374cbcd22a09c099ef57b315101,0.0,0.0,0.0,,,mechanical construction estimator,full time,west des moines, ia 50266,Other,Not Classified,Experienced,(Non-Manager),
34b019e457d4c3b998841c99537e2e61,0.0,0.0,0.0,,,security officer ,full time,mcgregor, tx,Telecommunications,Services,Human,Resources,
1671d492fd2ae2b83d0fe94984f95f8f,0.0,0.0,0.0,,,hr assistant,full time,pasadena, ca 91107,Other,Not Classified,Experienced,(Non-Manager),
80cf19f3b34ae6ed07f5585ae7f369e0,0.0,0.0,0.0,,,human resources,full time,el paso, tx,Healthcare,Services,Human,Resources,
85b35fc8bffeb3df4b25c770fbb8bfe7,0.0,0.0,0.0,,,payroll processor ,full time,bostonma,,Business,Services   Other,Human,Resources,
1778697979c15be818ac8337c3a04066,0.0,0.0,0.0,,,recruiter ,full time temporary,recruiter,,Raleigh, NC 27607,Human,Resources,
a29385b23032fc74a41c8be8c00ad8b3,0.0,0.0,0.0,,,human resources,full time temporary,manhattan, ny 10010,Other,Not Classified,Human,Resources,
f04b5a34def935e2270c9f3c39c18463,0.0,0.0,0.0,,,technical recruiter ,full time,aliso viejo, ca 92656,Management,Consulting Services,Experienced,(Non-Manager),
ef2c944f4f7214cb1c1a3d60b5ab5ce9,0.0,0.0,0.0,,,workers compensation,full time,liverpool, ny 13090,Other,Not Classified,Human,Resources,
aeb88a0bae925240ae23800cf1f4a6fe,0.0,0.0,0.0,,,hr analyst ,full time,charlotte, nc 28277,Manufacturing,  Other,Human,Resources,
fa492a30b6953792a431cc3bf656b84c,0.0,0.0,0.0,,,sales recruiter extraordinaire ,full time,richardson, tx,Other,Not Classified,Human,Resources,
c54ad04e69255ac16faca28d3758f8d0,0.0,0.0,0.0,,,benefits analyst ,full time temporary,charlotte, nc 28262,Insurance,,Human,Resources,
43ce80a0d04b35a2e8b81e06a20682d7,3000000.0,15000000.0,9000000.0,year,,human resources,full time,menlo park, nj 08837,Business,Services   OtherOther Not Classified,Human,Resources,
e28a6f3c5f414a510fe03523309e29e9,0.0,0.0,0.0,,,healthcare supervisor ,full time,shreveport, la 71101,Other,Not Classified,Experienced,(Non-Manager),
72c6bf45573db2a6410d4d5e40f6034a,0.0,0.0,0.0,,,hr specialist ,full time,74820,,Government, Military,Entry,Level,
b449011f3fc650040e9c28f124cc4fc0,0.0,0.0,0.0,,,,full time,temecula, ca 92591,Other,Not Classified,Experienced,(Non-Manager),
7d14351b966b4a9405aab7f0748be591,0.0,0.0,0.0,,,cnc lathe machinist,full time,wooster, oh,Staffing,Employment Agencies,Human,Resources,
e2ccf18ebe29f00484e9c765949ffd64,0.0,0.0,0.0,,,payroll,full time,escondido, ca 92029,Other,Not Classified,Experienced,(Non-Manager),
c76d844574916c6dc7bc78c441202201,0.0,0.0,0.0,,,payroll ,full time,seattle, wa 98104,Other,Not Classified,Experienced,(Non-Manager),
dcd232d5f1bcd9397e42a929022ba7c3,1550.0,1600.0,1575.0,hour,,human resources,full time,smyrna, tn 37167,Automotive, Parts Mfg,Experienced,(Non-Manager),
3264c90f36a129b18a58831039d2ae47,0.0,0.0,0.0,,,sr recruiter ,full time temporary,sr. recruiter,,Southfield, MI 48075,Human,Resources,
bdf61976661e365f8f3c70772510318d,0.0,0.0,0.0,,,recruiter,full time,pasadena, ca 91107,Telecommunications,Services,Human,Resources,
f709f8211a4c2c426380468c6e7edd3c,0.0,0.0,0.0,,,recruiter ,full time,boca raton, fl 33487,Staffing,Employment Agencies;Business Services   Other;Other Not Classified,Experienced,(Non-Manager),
a7db5f64b224f4cd41d344fe86166153,0.0,0.0,0.0,,,instructional designer ,full time,memphis, tn,Accounting, Auditing Services,Human,Resources,
0971932d5ee0a2157b1968735f4e2fff,0.0,0.0,0.0,,,campus recruiting associate ,full time,detroit, mi 48226,Accounting, Auditing ServicesStaffing Employment AgenciesFinancial Services,Human,Resources,
e25970b5ff579e6cbd3f6bb0c80ee257,0.0,0.0,0.0,,,hr assistant,full time,fremont, ca 94538,Other,Not Classified,Experienced,(Non-Manager),
afce5abf7197ca386ee31ee6366d0571,0.0,0.0,0.0,,,compensation mgr,full time,alameda, ca 94501,Other,Not Classified,Experienced,(Non-Manager),
75eff2ffe01129ab670a52bcc5175f9d,0.0,0.0,0.0,,,global director,,buffalo, ny 14202,Manufacturing,  Other,Human,Resources,
9f2fc8205bf42383ac218e60d1cbbf4d,0.0,0.0,0.0,,,payroll coordinator,full time,pasadena, ca 91107,Other,Not Classified,Experienced,(Non-Manager),
28e125afbdcd5d30cf1ca34e03b364c8,0.0,0.0,0.0,,,physician recruiter ,full time,fort lauderdale, fl,Healthcare,Services,Human,Resources,
08aafb2f03270de9511a885658dddf85,0.0,0.0,0.0,,,sr hr business partner ,full time,valencia, ca 91355,Medical,Devices  Supplies,Manager,(Manager/Supervisor of Staff),
991bdb7e10f3c854065795f32052b7b8,0.0,0.0,0.0,,,driver recruiter extraordinaire ,full time,richardson, tx,Other,Not Classified,Human,Resources,
8a63f8fa45b3c681d6b677ac45b6bf04,0.0,0.0,0.0,,,hr business partner ,full time,falls church, va,Staffing,Employment AgenciesGovernment  Military,Human,Resources,
d99d552308bec9a14c50e8b1e9777941,0.0,0.0,0.0,,,hr internship,full time intern,algona, wa 98001,Aerospace, Defense,Human,Resources,
649a433a48379d5b5b21a16d3073b156,10888700.0,14155500.0,12522100.0,,,human resources,full time,mclean/arlington, va,Government, Military,Human,Resources,
95b35a3a193944f2e9fc72150d3cc33c,0.0,0.0,0.0,,,hr operations,full time temporary,hr operations- project resources,,Saint,Paul  MN,Human,Resources,
a26cfacef6678284170f6af0d8c100a5,0.0,0.0,0.0,,,hr assistant ,full time temporary,vallejo, ca 94590,BankingNonprofit,Charitable OrganizationsFinancial Services,Human,Resources,
0b38e02d61eb3072327f87d3194edfae,0.0,0.0,0.0,,,nurse intern,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
3c022a57a112b346fa8ee4c966411051,0.0,0.0,0.0,,,event specialist,part time,grafton, wi,Retail,,Sales/Retail/Business,Development,
9e176e346f19c7d0b6e6893083440686,0.0,0.0,0.0,,,rn case mgr ,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
a186480d7bf8a93a8b434625efccb248,0.0,0.0,0.0,,,rn pool a ,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
156eceb0109604f388037b9d0f48c7bc,0.0,0.0,0.0,,,operating room supervisor ,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
be596a29dce80f9ba232905da3443382,0.0,0.0,0.0,,,pouch production mgr,full time,salt lake city, ut 84108,All,,Experienced,(Non-Manager),
f265c9a1a0685c0ea8e7cc303225527b,0.0,0.0,0.0,,,marketing,full time,milwaukee, wi,Computer,IT Services,Experienced,(Non-Manager),
84ac46cb627b5c9c32c89179588d4852,0.0,0.0,0.0,,,regulatory business control mgr,full time,san diego, ca,BankingFinancial,Services,Quality,Assurance/Safety,
1cd88a904974dea1f1114dcd6be1d83d,0.0,0.0,0.0,,,rn,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
4ec63358ff89f548fcd599555a9a0b81,0.0,0.0,0.0,,,nurses supervisor ,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
cf0ff6bdd9b54ef9926e68ada5da9cb2,0.0,0.0,0.0,,,cook,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
cb07783b1af245b79711955634310d28,0.0,0.0,0.0,,,clinical information specialist ,full time,west bethesda, md 20817,Computer,IT Services,Biotech/R&D/Science,,
91eb988085d047598c0255f22f3b7ead,0.0,0.0,0.0,,,sales mgr trainee ,full time,cookeville, tn 38501,Business,Services   Other,Sales/Retail/Business,Development,
0621bd4b1171502b03a9cd5be27f236c,0.0,0.0,0.0,,,sales rep ,full time,vadnais heights, mn,Business,Services   Other,Sales/Retail/Business,Development,
c77f9d677f168bfc9dab5b6f5d675231,0.0,0.0,0.0,,,sales director,full time,melbourne, fl 32901,Printing, Publishing,Sales/Retail/Business,Development,
e4c65f243d9b0351b1029fdaa820e789,0.0,0.0,0.0,,,assistant mgr,full time,myrtle beach, sc 29405,Advertising, PR Services,Sales/Retail/Business,Development,
8f3be06ff7b7f960ef826c26b340143b,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,vacaville, ca 95687,Insurance,,Sales/Retail/Business,Development,
23d67417510ea2d55a562170db09ee4e,4000000.0,10000000.0,7000000.0,year,,advertising sales rep ,full time,columbus, ga 31901,AllBusiness,Services   Other,Sales/Retail/Business,Development,
dde734799e9d25b85eef2da688e254c4,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,de pere, wi 54115,Insurance,,Sales/Retail/Business,Development,
12de4ad6480874022013af4d91e8526c,0.0,0.0,0.0,,,sales rep ,full time,appleton, wi,Business,Services   Other,Sales/Retail/Business,Development,
16d20978f6e9ab497fb5f9cd03fa7599,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,merrillville, in 46410,Insurance,,Sales/Retail/Business,Development,
84b18a24b6365746b726599c92138a42,0.0,0.0,0.0,,,sales rep ,full time,clearfield, ut,Business,Services   Other,Sales/Retail/Business,Development,
09b8fd28b80e377eefbba431ffeab86b,0.0,0.0,0.0,,,marketing ,full time,bridgeport, ct 06604,Advertising, PR Services;Staffing Employment Agencies;Business Services   Other,Marketing/Product,,
6e10e295ce3f50c50e9a2a97f2ef5cb4,0.0,0.0,0.0,,,sales rep,full time,upper marlboro, md,Business,Services   Other,Sales/Retail/Business,Development,
0f84620742fbc634f3cddcbd0c82d93e,0.0,0.0,0.0,,,entry level marketing,full time,houston, tx 77040,RetailAdvertising, PR ServicesBusiness Services   Other,Marketing/Product,,
aa0f6b0466a4971fd61793a39eaedda7,0.0,0.0,0.0,,,inside,full time,redmond, wa,Business,Services   Other,Sales/Retail/Business,Development,
96924878babc0ff7a39630c703a5da31,7500000.0,9000000.0,8250000.0,year,,sales rep ,full time,wilmington, de,Architectural, Design Services,Sales/Retail/Business,Development,
32ca69eaf9d877350d676c32fbdcb79c,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,hinsdale, ma 01235,Insurance,,Sales/Retail/Business,Development,
0eaa89a8840b62d381a4db6473acb771,0.0,0.0,0.0,,,inside,full time,waukesha, wi,Business,Services   Other,Sales/Retail/Business,Development,
deb790a497cc5df11f2f2898fe384f74,0.0,0.0,0.0,,,jr marketing assistant,full time,mobile, al 36609,Advertising, PR ServicesBusiness Services   Other,Marketing/Product,,
0383a72775e2d126d82791d88ff9e276,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,yacolt, wa 98675,Insurance,,Sales/Retail/Business,Development,
e362f9540c164dcdeaf2a53e4de17554,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,stockton, ca 95206,Insurance,,Sales/Retail/Business,Development,
73d38ab24a7e1e609941f6525567c646,0.0,0.0,0.0,,,public relations,full time,greenboro, nc 27410,Retail,Advertising  PR Services Other Not Classified,Sales/Retail/Business,Development,
cb0a83ed58ea0bbfb5b936e933e10a2d,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,seabeck, wa 98380,Insurance,,Sales/Retail/Business,Development,
882fdfe916738e2199043caba92d1807,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,sacramento, ca 95829,Insurance,,Sales/Retail/Business,Development,
c4804d0372b87b2b55ab6ced15adfc7f,5000000.0,15000000.0,10000000.0,year,,outside sales rep ,full time,denver, co 80203,Insurance,,Sales/Retail/Business,Development,
1d90d43a64a690bc2ed0dc4c1f4332e9,0.0,0.0,0.0,,,sales rep,full time,hudson, fl,Business,Services   Other,Sales/Retail/Business,Development,
fa36e26fcddb9095c174ae33b5c30d40,0.0,0.0,0.0,,,event specialist,part time,edison, nj,Retail,,Sales/Retail/Business,Development,
201f9ea512127d0d9b5a8bb468519f94,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,charleston, sc 29406,Insurance,,Sales/Retail/Business,Development,
b866919ed3fe689235f91d0883d237a2,0.0,0.0,0.0,,,cashier ,full time,west monroe, louisiana,Retail,,Experienced,(Non-Manager),
89737f12d9e1986d4e4705dd1ef999de,0.0,0.0,0.0,,,assistant mgr ,full time,cedar park, texas,Retail,,Experienced,(Non-Manager),
d3918ae2e0f4f360475d1589a74be6a9,0.0,0.0,0.0,,,marketing ,full time,dallas, tx 75287,Advertising, PR Services;Staffing Employment Agencies;Business Services   Other,Marketing/Product,,
4ab5b85714aebb167a4aeab67bcc4710,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,safety harbor, fl 34695,Insurance,,Sales/Retail/Business,Development,
2e2656694c902af0de5f1a87f72eb85a,0.0,0.0,0.0,,,sales mgr,full time,houston, tx 77099,Construction,  Residential  Commercial Office,Sales/Retail/Business,Development,
ca07fc1f8a352ba46bc7294fd731a9c9,0.0,0.0,0.0,,,cashier ,full time,somerset, kentucky,Retail,,Experienced,(Non-Manager),
5b2bd7aec0b783a577e501b3fa97394b,0.0,0.0,0.0,,,exec asst  ,full time,memphis, tn,Business,Services   Other,Sales/Retail/Business,Development,
91987849c4406516d5d9e4f6fc92062f,0.0,0.0,0.0,,,cashier ,full time,bossier city, louisiana,Retail,,Experienced,(Non-Manager),
b1d3eefb742f5513c63bfc4ea2bbee75,0.0,0.0,0.0,,,aflac insurance sales agent insurance sales agent ,full time,humptulips, wa 98552,Insurance,,Sales/Retail/Business,Development,
8e511acc9cc5d711628b49a893b5680a,4000000.0,10000000.0,7000000.0,year,,advertising sales rep ,full time,des moines, ia 50302,AllBusiness,Services   Other,Sales/Retail/Business,Development,
103054acbf25cc906c258eadbfbd10dc,7500000.0,9000000.0,8250000.0,year,,sales rep ,full time,chicago, il,Architectural, Design Services,Sales/Retail/Business,Development,
92322c215c4cc697c0b7b20ceb1dd353,0.0,0.0,0.0,,,aflac insurance sales agent,full time,lafayette, la 70506,Insurance,,Accounting/Finance/Insurance,,
2ea8c0c30a30ef1e5a6c896fc6eccf50,0.0,0.0,0.0,,,business development rep ,full time,denver, co,Accounting, Auditing Services,Accounting/Finance/Insurance,,
9e6885ad7ec17adbd451bfe649c3b92a,9500000.0,11500000.0,10500000.0,year,,mgr,full time,waltham, ma,Energy, UtilitiesBusiness Services   Other,Accounting/Finance/Insurance,,
606167521ccfc890efcc025e70d34919,0.0,0.0,0.0,,,finance ,full time,brockton, ma 02301,Business,Services   Other,Accounting/Finance/Insurance,,
2e34d75e91d28fc4bfc33c3bdcf2f0af,0.0,0.0,0.0,,,sales rep ,full time,trenton, nj,Accounting, Auditing Services,Accounting/Finance/Insurance,,
bfc4a3b6f53da04738eb565a1136bbde,0.0,0.0,0.0,,,driver ,temporary,delivery drivers / couriers needed with car, crossover,All,,Logistics/Transportation,,
f3d8ed2eef345ce5181131231676f85f,0.0,0.0,0.0,,,shoe sales associate,part time,wauwatosa, wi,Business,Services   Other,Sales/Retail/Business,Development,
e5eed1a7f8eefe06b58eb6e11151c199,0.0,0.0,0.0,,,administrative assistant ,full time,mequon, wi,Manufacturing,  OtherLegal ServicesHealthcare Services,Administrative/Clerical,,
87de0d74e97f7679bceeb723f2e18cfd,0.0,0.0,0.0,,,warehouse tech ,full time,waukesha, wi,Business,Services   Other,Installation/Maintenance/Repair,,
4b0b73299042030bc463834e8c0f55eb,0.0,0.0,0.0,,,merchandising intern ,full time,milwaukee, wi,Other,Not Classified,Logistics/Transportation,,
ffb9df3d340adfbd99b6cff623483f94,0.0,0.0,0.0,,,it security risk analyst ,full time temporary,it security risk analyst,,West,Milwaukee  WI,Accounting/Finance/Insurance,,
9acbba9dd3a7a93ce6bff2d34d55b4b9,0.0,0.0,0.0,,,holiday seasonal associate ,part time,wauwatosa, wi,Business,Services   Other,Customer,Support/Client Care,
8c49eb80ba0ecdf5cc3675fe342527cc,4000000.0,5500000.0,4750000.0,year,,general mgr,full time,milwaukee, wi,Restaurant,Food Services,Food,Services/Hospitality,
7731bdc6fc65239e6b7bdf08ffaa748a,0.0,0.0,0.0,,,recruiting coordinator-stores,full time,milwaukee, wi,Other,Not Classified,Human,Resources,
0ebd00d0e2564561e83475b9aa5f9562,0.0,0.0,0.0,,,seasonal wedding sales stylist ,full time,greenfield, wi 53220,Manufacturing,  Other,Sales/Retail/Business,Development,
8a77a9ae0cdeb0e19a7168b6a3780145,0.0,0.0,0.0,,,furniture sales associate,part time,brookfield, wi,Business,Services   Other,Building,Construction/Skilled Trades,
71a6612c2dafbe9516a0aee169a98858,0.0,0.0,0.0,,,selling specialist ,part time,brookfield, wi,Business,Services   Other,Customer,Support/Client Care,
192451c23d7d4eca0d319af8ddf180fb,0.0,0.0,0.0,,,receiving,part time,wauwatosa, wi,Business,Services   Other,Customer,Support/Client Care,
58119edc38d4dfe640e922b7962ce22f,0.0,0.0,0.0,,,electrician ,full time,waukesha, wi 53186,All,,Experienced,(Non-Manager),
b1a648c979291bbf9eea5fb746197a58,0.0,0.0,0.0,,,sr business intelligence architect ,full time,milwaukee, wi 53201,Business,Services   Other,Experienced,(Non-Manager),
cd710f8a5b71c0d2d746d2504fabbcf7,0.0,0.0,0.0,,,inside,full time,waukesha, wi,Business,Services   Other,Sales/Retail/Business,Development,
528c63ef2e299cef406c4679643c02bf,0.0,0.0,0.0,,,your cosmetic career awaits,full time,greendale, wi,Business,Services   Other,Sales/Retail/Business,Development,
339aad57a17bb9096a8231a52a078952,0.0,0.0,0.0,,,registered nurse,full time,milwaukee, wi,Healthcare,Services,Experienced,(Non-Manager),
a0079ad982c7fa7518a5f74ac675f553,0.0,0.0,0.0,,,pressroom supervisor ,full time,milwaukee, wi 53221,Manufacturing,  OtherPrinting  Publishing,Manufacturing/Production/Operations,,
aaefd031bf20eed692f4fc7f6dbad72c,0.0,0.0,0.0,,,fine jewelry sales associate ,part time,wauwatosa, wi,Business,Services   Other,Sales/Retail/Business,Development,
166b1614814ea42f4198dd3a024db532,0.0,0.0,0.0,,,production,full time,racine, wi 53404,CNH,Industrial,Other,,
4b9af55ee1d0d36820bb612961af8d4c,0.0,0.0,0.0,,,sr operations mgr,full time,milwaukee, wi,Manufacturing,  Other,Manufacturing/Production/Operations,,
02ecdf83a4389c7c238a87f065c4137a,0.0,0.0,0.0,,,home health occupational therapist,per diem,houston, tx,Healthcare,Services,Medical/Health,,
