['uniq_id', 'initial_sal_', 'final_sal', 'mean_salary', 'period', 'period_cond', 'job', 'job_type', 'city', 'state', 'organization_', 'org_desc', 'sector_', 'sector_level', 'benefits']
['7375c790a07a91acb1b3cde243d59907', '8500000.0', '10000000.0', '9250000.0', 'year', 'bonu', 'corporate legal assistant', 'full time', 'new york', ' ny', 'legal', 'services', 'experienced', '(non-manager)', 'eligible']
['a810d3510b87e916cac567d49da5ccdd', '3000.0', '3500.0', '3250.0', 'hour', '', 'contract legal assistant', 'full time', 'denver', ' co 80222', 'energy', ' utilities', 'experienced', '(non-manager)', '']
['4a9596f5723efa2543d92a4fbf7f371e', '7000000.0', '9000000.0', '8000000.0', 'year', '', 'corporate paralegal ', 'full time', 'new york city', ' ny 10177', 'legal', 'services', 'experienced', '(non-manager)', '']
['45d953363b616ec4952f2a60aa267ecc', '4500000.0', '0.0', '4500000.0', '', '', 'legal secretary', 'full time', 'maitland', ' fl 32751', 'other', 'not classified', 'experienced', '(non-manager)', '']
['af10a2e09299eb86833c283922e5c71c', '6000000.0', '7000000.0', '6500000.0', 'year', '', 'sr accountant ', 'full time', 'dallastx', '', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['de2de84ed2993c388c689d933f37cede', '11000000.0', '14000000.0', '12500000.0', 'year', 'bonu', 'it audit mgr ', 'full time', 'dallas', ' tx', 'all', '', 'manager', '(manager/supervisor of staff)', '']
['76a1ccc44f70a3c3ec07253ebf66552b', '436239.0', '544557.0', '490398.0', 'mont', '', 'quality assurance admin ', 'full time', 'dallas', ' tx 75202', 'government', ' military', 'manager', '(manager/supervisor of staff)', '']
['4464dbb0b235cbedce71c8a74275b414', '3500000.0', '3500000.0', '3500000.0', 'year', '', 'site mgr ', 'full time', 'dallas', ' tx 75201', 'business', 'services   other', 'manager', '(manager/supervisor of staff)', '']
['1061e1dd6a1569d29f4ddaa07a2c5fa2', '3000000.0', '4000000.0', '3500000.0', 'year', '', 'pest control tech', 'full time', 'dallas', ' tx 75355', 'other', 'not classified', 'entry', 'level', '']
['3fbcca60ea43519a8d964d95abacdf8c', '1150.0', '0.0', '1150.0', 'hour', '', 'security officer ', 'full time', 'dallas', ' tx 75225', 'security', ' surveillance', 'entry', 'level', '']
['6c8ab97013381468ce84b34dad01cb35', '5000.0', '6000.0', '5500.0', 'hour', '', 'net developer ', 'full time temporary', 'dallas', ' tx', 'computer', 'it services', 'it/software', 'development', '']
['44ce87c6a599fa742e344d0a7b1b1033', '0.0', '2000.0', '2000.0', 'hour', '', 'accounts payable specialist ', 'full time', 'dallastx', '', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['7c1c88c1f33385418ba5a955e1595cf1', '5500.0', '6500.0', '6000.0', 'hour', '', 'instructional designer ', 'full time', 'dallas', ' tx', 'management', 'consulting services', 'experienced', '(non-manager)', '']
['18126d1a3b0a860bfbe8388be68d7de5', '3000.0', '3200.0', '3100.0', 'hour', '', 'contract drafter ', 'full time', 'dallas', ' tx', 'manufacturing', '  other', 'engineering', '', '']
['21d5571cf204c6ccfe605f84845ae3b4', '3500000.0', '4000000.0', '3750000.0', 'year', '', 'entry level plan consultant ', 'full time', 'dallas', ' tx', 'financial', 'services', 'accounting/finance/insurance', '', '']
['a46e3e0ae0f5c2bfdf3b80b6f2a16d09', '1800.0', '2200.0', '2000.0', 'hour', '', 'help desk tech', 'full time', 'dallas', ' tx 75235', 'all', '', 'experienced', '(non-manager)', '']
['50e29781c2d7553d2a562ced8d952a16', '10000000.0', '11000000.0', '10500000.0', 'year', '', 'maint mgr ', 'full time', 'fort smith', ' ar', 'food', ' beverage production', 'manufacturing/production/operations', '', '']
['6e42238178d429d1221bdf8479ae2fd4', '7500000.0', '9000000.0', '8250000.0', 'year', '', 'sales rep ', 'full time', 'chicago', ' il', 'architectural', ' design services', 'sales/retail/business', 'development', '']
['8eb5ca0968e26e478d1244babacdb32b', '6000000.0', '6500000.0', '6250000.0', 'year', '', 'maint supervisor ', 'full time', 'niles', ' mi', 'manufacturing', '  other', 'installation/maintenance/repair', '', '']
['c4aa00ed0fd46d5edc88ac31c35e84ca', '1800.0', '2500.0', '2150.0', 'hour', '', 'cnc mill setup horizontal ', 'full time', 'wheeling', ' il 60090', 'manufacturing', '  other', 'manufacturing/production/operations', '', '']
['6f1ac556dfab85594ed7ee2df64598d6', '2423.0', '2986.0', '2704.5', 'year', '', 'electrician', 'full time', 'piedmont', ' sc', 'automotive', ' parts mfg', 'installation/maintenance/repair', '', '']
['23c3c86503109cd542dbe0e1c286a29d', '10000000.0', '12000000.0', '11000000.0', 'year', 'packag', 'construction pm ', 'full time', 'chicago', ' il', 'construction', '  industrial facilities  infrastructure', 'manager', '(manager/supervisor of staff)', '']
['0844284b0c1db66d9c371eb3c02e54f7', '8000000.0', '10000000.0', '9000000.0', 'year', '', 'landscape constructions operations director', 'full time', 'denver', ' co 80111', 'construction', '  industrial facilities  infrastructure', 'executive', '"(svp', ' vp', ' department head', ' etc)"', '']
['8eeede68c8f3bc82bcdded69054af245', '9000000.0', '12000000.0', '10500000.0', 'year', 'packag', 'industrial construction superintendent ', 'full time', 'chicago', ' il', 'construction', '  industrial facilities  infrastructure', 'experienced', '(non-manager)', '']
['6e496108a22aebd4be0fc7b426b29f37', '4080000.0', '0.0', '4080000.0', 'year', '', 'instructor', 'full time', 'buffalo', ' ny 14217', 'computer', 'hardwarecomputer softwareeducation', 'education/training', '', '']
['d21f161b1db206355f8057d5f66ad3a8', '6500000.0', '7500000.0', '7000000.0', 'year', '', 'commercial construction estimator ', 'full time', 'miamisburg', ' oh 45342', 'engineering', 'services', 'engineering', '', '']
['ebb5baa437b646a10ee0def5afa06960', '605.0', '1225.0', '915.0', 'hour', '', 'food server ', 'part time', 'east chicago', ' in 46312', 'all', '', 'food', 'services/hospitality', '']
['444c1d3bc995d6178f35461982bf3a13', '3000000.0', '7500000.0', '5250000.0', 'year', 'pai', 'automotive tech', 'full time', 'fishers', ' in 46038', 'automotive', 'sales  repair services', 'experienced', '(non-manager)', 'vacation & holiday']
['a27802c9f415d6659bb75cbce9fa5176', '1474.0', '1474.0', '1474.0', 'hour', '', 'paralegal ', 'full time', 'san juan', ' pr 918', 'government', ' military', 'legal', '', '']
['d7642ad0c528ad2065bf68974f50d006', '0.0', '3900.0', '3900.0', 'hour', '', 'clinical contracts associate', 'full time temporary', 'clinical contracts associate i', '', 'foster', 'city  ca', 'legal', '', '']
['c581ca1dcbf000735cbf7b200e6702f2', '1600.0', '1600.0', '1600.0', 'hour', '', 'renewable energy coordinator ', 'full time temporary', 'now seeking: renewable energy coordinatorare you ready for a life-changing opportunity and to jump-start your career with a top fortune 500 company? if so', ' apply now. openings are limited.primary responsibilities:• organizing of solar contracts', 'banking', '', 'legal', '', '']
['9bf406ce3ddb2c602edcd7ef1b996bd9', '0.0', '4500000.0', '4500000.0', 'year', '', 'faculty support specialist to k', 'full time', 'bostonma', '', 'education', '', 'administrative/clerical', '', '']
['cc3c796899ec0c8894af46c66c4812da', '1500.0', '2000.0', '1750.0', 'hour', '', 'service tech ', 'full time', 'malden', ' ma 02148', 'consumer', 'packaged goods manufacturing', 'installation/maintenance/repair', '', '']
['7980cb34496ea57e85907e87b8229029', '1400.0', '1600.0', '1500.0', 'hour', '', 'mis support tech ', 'full time', 'buffalo', ' ny 14202', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['835885bb784eac6fceaf183c0cb76256', '12000000.0', '15000000.0', '13500000.0', 'year', '', 'accounting mgr', 'full time', 'cambridge', ' ma', 'telecommunications', 'servicescomputer software', 'accounting/finance/insurance', '', '']
['c79a9679a8c20ac6c56ca777fe88b1b9', '10000000.0', '11000000.0', '10500000.0', 'year', '', 'front end developer ', 'full time', 'bloomington', ' mn', 'computer', 'it services', 'it/software', 'development', '']
['4f79e5e12fe93b8c5b75cc61e85edf90', '0.0', '12000000.0', '12000000.0', 'year', '', 'project engineers', 'full time', 'boston', ' ma', 'manufacturing', '  other', 'engineering', '', '']
['1221b3180dc9928b6d0c7d390e589b6f', '10000000.0', '18500000.0', '14250000.0', 'year', '', 'sr mgr internal auditor ', 'full time', 'boston', ' ma', 'accounting', ' auditing servicesbusiness services   otherfinancial services', 'accounting/finance/insurance', '', '']
['6e15c370c08cc83e854a33abd4c4c7bc', '10000000.0', '12000000.0', '11000000.0', 'hour', '', 'director', 'full time temporary', 'cambridge', ' ma', 'biotechnology', 'pharmaceuticalsaccounting  auditing servicesfinancial services', 'accounting/finance/insurance', '', '']
['541518b679abaf4a392c06b858db690d', '9000000.0', '10000000.0', '9500000.0', 'year', '', 'project analyst ', 'full time', 'boca raton', ' fl 33486', 'all', '', 'project/program', 'management', '']
['30eb79c1ba557c20d61efffcfd7231e6', '2500.0', '2500.0', '2500.0', 'hour', '', 'level', 'full time temporary', 'atlanta', ' ga', 'computer', 'hardwarecomputer softwarecomputer it services', 'it/software', 'development', '']
['1ca7936d041522741db9b879832cadf7', '2200.0', '2200.0', '2200.0', 'hour', '', 'marketing analyst ', 'full time temporary', 'atlanta', ' ga 30303', 'advertising', ' pr services', 'marketing/product', '', '']
['cad3c5b0cf23f8154134979f22e71620', '1300.0', '0.0', '1300.0', 'hour', '', 'patient scheduling rep ', 'full time', 'atlanta', ' ga', 'healthcare', 'services', 'medical/health', '', '']
['b882a29dfe6f25b8b7b93660841830d8', '6000000.0', '7000000.0', '6500000.0', 'year', '', 'claims supervisor', 'full time', 'atlanta', ' ga 30339', 'insurance', '', 'accounting/finance/insurance', '', '']
['def7be7ca157a90e35afc8cb8c75119e', '7500000.0', '15000000.0', '11250000.0', 'year', '', 'architect ', 'full time', 'las vegas', ' nv 89119', 'architectural', ' design services', 'experienced', '(non-manager)', '']
['9da21086502a13bdac2c20b7ae1433a8', '1500.0', '1500.0', '1500.0', 'hour', '', 'inside sales consultant', 'full time', 'las vegas', ' nv 89119', 'bankingreal', 'estate property managementrental services', 'sales/retail/business', 'development', '']
['57e7ef5de743d10c4273cf6a1ac0364a', '8000000.0', '9000000.0', '8500000.0', 'year', '', 'accounting mgr ', 'full time', 'las vegas', ' nv 89119', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['8cbaccae977cf59ef42355dce8a1977a', '5720000.0', '6240000.0', '5980000.0', 'year', 'discretionar', 'associate warehouse mgr ', 'full time', 'college park', ' nv 89030', 'wholesale', 'trade impt expt', 'manager', '(manager/supervisor of staff)', 'salary and bonus']
['6befd7b2d4ce219f5c6a1d85f3849069', '1000.0', '0.0', '1000.0', 'hour', '', 'data processor ', 'full time', 'las vegas', ' nv 89147', 'accounting', ' auditing services', 'entry', 'level', '']
['7278883ac9c83b8056c01a09b2ebbd11', '6500000.0', '7000000.0', '6750000.0', 'year', '', 'accounting supervisor ', 'full time', 'las vegas', ' nv 89119', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['c75b610a602757df44e20458c74bc4c2', '401.0', '0.0', '401.0', '', '', 'maint tech', 'full time', 'madison', ' wi 53703', 'real', 'estate property management', 'experienced', '(non-manager)', '']
['b4d37d3e89a20c4bac8c13895003228b', '1300.0', '1500.0', '1400.0', 'year', '', 'travel sales agent', 'full time', 'las vegas', ' nv 89129', 'travel', ' transptation  tourism', 'customer', 'support/client care', '']
['cba17eab3fb4a8bcfb898f8df9100a67', '2700.0', '2736.0', '2718.0', 'hour', '', 'registered nurse', 'full time', 'madison', ' wi 53714', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['6bb1ee6c2951310e7f1583f3f38972cc', '5400000.0', '0.0', '5400000.0', '', '', 'legal secretary', 'full time', 'las vegas', ' nv 89146', 'other', 'not classified', 'experienced', '(non-manager)', '']
['7baad80eae733c2518f0a500609c1e90', '1050.0', '0.0', '1050.0', 'hour', '', 'customer service rep ', 'full time', 'las vegas', ' nv 89129', 'business', 'services   other', 'customer', 'support/client care', '']
['555cb033883311b8aa1243eca67d6fc8', '8500000.0', '0.0', '8500000.0', '', '', 'data scientist', 'full time', 'las vegas', ' nv 89119', 'other', 'not classified', 'experienced', '(non-manager)', '']
['5eb53ca1cb2a6d3575bc7cdbe71d02df', '4000000.0', '0.0', '4000000.0', '', '', 'e-commerce specialist ', 'full time', 'las vegas', ' nv 89113', 'other', 'not classified', 'experienced', '(non-manager)', '']
['35992589f6568173291f52d25abaae4b', '1500.0', '0.0', '1500.0', '', '', 'accounts payable clerk', 'temporary', 'las vegas', ' nv 89102', 'other', 'not classified', 'experienced', '(non-manager)', '']
['f415f940c6c040b5422470ed8803e7ae', '1300.0', '1900.0', '1600.0', 'hour', 'bonu', 'orthodontic assistant ', 'full time', 'las vegas', ' nv 89123', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['7c57ca62a50c7089102c6a7ddb835dec', '1422.0', '1636.0', '1529.0', 'hour', '', 'program support specialist  ', 'full time', 'madison', ' wi 53703', 'healthcare', 'services', 'administrative/clerical', '', '']
['fa65075f56fb1481c9fb15bd5e98ed1f', '3500.0', '4000.0', '3750.0', 'hour', '', 'rn ', 'full time temporary', 'las vegas', ' nv', 'healthcare', 'services', 'medical/health', '', '']
['bdfeeb6e8acfebf470d293a2f9be0c7e', '6500000.0', '7000000.0', '6750000.0', 'year', '', 'assistant controller ', 'full time', 'las vegas', ' nv 89109', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['0bc4383cdf0efebce22c0bcc5907a156', '7500000.0', '7500000.0', '7500000.0', 'year', '', 'las vegas field utilization review nurse ', 'full time', 'las vegas', ' nv', 'insurance', '', 'entry', 'level', '']
['34640e685543a2825c68f7c31a467656', '0.0', '96000.0', '96000.0', '', '', 'assistant mgr in training ', 'full time', 'las vegas', ' nv 89117', 'other', 'not classified', 'manager', '(manager/supervisor of staff)', '']
['12a57e5fda26b6e9915922584b9be32b', '3800000.0', '4500000.0', '4150000.0', 'year', '', 'supervisor gaming audit', 'full time', 'las vegas', ' nv 89119', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['8256669ac4c16f566caeb2851ac8f412', '10000000.0', '13500000.0', '11750000.0', 'year', '', 'sr mgr', 'full time', 'las vegas', ' nv 89109', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['47ba5352412978d0193e1d0cbdc03f1a', '0.0', '3500.0', '3500.0', 'hour', '', 'accountant', 'full time temporary', 'madison', ' wi 53701', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['236e7b65e9912fc733c8f63056724feb', '2700000.0', '2900000.0', '2800000.0', 'year', '', 'executive administrative assistant ', 'full time', 'knoxville', ' tn 37931', 'all', '', 'administrative/clerical', '', '']
['9275d66766aaaa99b30df5267169bbe1', '2900.0', '0.0', '2900.0', '', '', 'hvac', 'full time', 'las vegas', ' nv 89101', 'other', 'not classified', 'experienced', '(non-manager)', '']
['fd1ab8ebedec7adedfe6549b590519e3', '4500000.0', '6500000.0', '5500000.0', 'year', '', 'route driver ', 'full time', 'las vegas', ' nv', 'all', '', 'logistics/transportation', '', '']
['fc04b8d4af517f5c9ee41ad3aac29a52', '6000000.0', '0.0', '6000000.0', '', '', 'jr php developer ', 'full time', 'las vegas', ' nv 89113', 'other', 'not classified', 'experienced', '(non-manager)', '']
['0539f00a44b4894074a0878337f236e7', '12500000.0', '17500000.0', '15000000.0', 'year', '', 'sales rep ', 'full time', 'las vegas', ' nv 89119', 'other', 'not classified', 'entry', 'level', '']
['7f8b22c016dd471e246c2d1c2aa90dfc', '5000000.0', '7500000.0', '6250000.0', 'year', '', 'assistant general mgr', 'full time', 'las vegas', ' nv 89109', 'hotels', ' lodging', 'manager', '(manager/supervisor of staff)', '']
['2edc845ced2c94d289dafe98916f4a62', '4200000.0', '5200000.0', '4700000.0', 'year', '', 'process engineer ', 'full time', 'north las vegas', ' nv 89030', 'manufacturing', '  other', 'entry', 'level', '']
['ff17fae4d80905460345eddb529dbc06', '4000000.0', '7500000.0', '5750000.0', 'year', '', 'accountant for property mgr co ', 'full time', 'henderson', ' nv 89074', 'real', 'estate property management', 'experienced', '(non-manager)', '']
['2f4abde4ca43128695bb685e5c746add', '1500.0', '0.0', '1500.0', '', '', 'data entry specialist ', 'temporary', 'henderson', ' nv 89014', 'other', 'not classified', 'experienced', '(non-manager)', '']
['9dd5581757181f105ffaca152325ca90', '1300.0', '0.0', '1300.0', '', '', 'call center rep', 'temporary', 'las vegas', ' nv 89109', 'other', 'not classified', 'experienced', '(non-manager)', '']
['c9dfdd8ad69235ce7659510dd24fc018', '7000000.0', '11000000.0', '9000000.0', 'year', '', 'sr software engineer ', 'full time', 'madison', ' wi', 'computer', 'software', 'experienced', '(non-manager)', '']
['8a9a8f5abcc286d62338a54c74a0eac7', '4000000.0', '0.0', '4000000.0', '', '', 'international traveling sales rep ', 'temporary', 'las vegas', ' nv 89131', 'other', 'not classified', 'experienced', '(non-manager)', '']
['4852493b673e2eeabbca5c7d7efdb879', '1500.0', '0.0', '1500.0', '', '', 'administrative assistant', 'temporary', 'las vegas', ' nv 89102', 'other', 'not classified', 'experienced', '(non-manager)', '']
['2ec115fac793b786c8b8c0b75ee44c6f', '1000.0', '0.0', '1000.0', '', '', 'production assemblers', 'full time', 'henderson', ' nv 89014', 'other', 'not classified', 'experienced', '(non-manager)', '']
['9baf5e1ef72838bc498f7f554f0a6f30', '1700.0', '2200.0', '1950.0', 'hour', '', 'food distribution truck driver ', 'full time', 'las vegas', ' nv 89101', 'restaurant', 'food services', 'experienced', '(non-manager)', '']
['3d0e6db79e5be7758fc190b40b3a3a6e', '2000000.0', '3000000.0', '2500000.0', 'year', '', 'dental assistant ', 'full time', 'maryville', ' tn 37804', 'healthcare', 'services', 'student', '(high school)', '']
['f3eb7de77eb8236564dbffcb98175668', '3700000.0', '6500000.0', '5100000.0', 'year', '', 'account mgr', 'full time', 'middleton', ' wi', 'all', '', 'entry', 'level', 'monthly performance bonus & commission']
['84de7e0c763e55f05c2f3d0711a326b1', '3000000.0', '0.0', '3000000.0', '', '', 'technical support ', 'full time', 'las vegas', ' nv 89119', 'other', 'not classified', 'experienced', '(non-manager)', '']
['0981926b196a58658ad27ea299eab3e8', '994.0', '0.0', '994.0', '', '', 'fast food worker', 'full time', 'las vegas', ' nv 89119', 'other', 'not classified', 'experienced', '(non-manager)', '']
['7c087c153ddc2c05cfe667d69e02507e', '1500.0', '0.0', '1500.0', '', '', 'administrative assistant', 'temporary', 'las vegas', ' nv 89147', 'other', 'not classified', 'experienced', '(non-manager)', '']
['ea60fe7bc31dbde767a7ffddcbe41651', '1200.0', '0.0', '1200.0', 'hour', 'annua', 'accounts receivable rep ', 'full time', 'powell', ' tn 37849', 'healthcare', 'services', 'experienced', '(non-manager)', 'bonus available']
['8541747b62c3b216ed12dae974b47407', '1400.0', '0.0', '1400.0', '', '', 'receptionist ', 'temporary', 'las vegas', ' nv 89113', 'other', 'not classified', 'experienced', '(non-manager)', '']
['199a5363c9c8e6c32c2aab6c6c85b627', '3800000.0', '4500000.0', '4150000.0', 'year', '', 'supervisor of gaming ', 'full time', 'las vegas', ' nv 89119', 'hotels', ' lodging', 'accounting/finance/insurance', '', '']
['46eb9b7312bb52dbab410d4a29c04563', '900.0', '1300.0', '1100.0', 'hour', '', 'restaurant assistant mgr', 'full time', 'madison', ' wi 53716', 'restaurant', 'food services', 'experienced', '(non-manager)', '']
['60491d9d07c1c9f28ae87449a80ab341', '7000000.0', '9500000.0', '8250000.0', 'year', 'bonu', 'reliability engineering supervisor', 'full time', 'madison', ' wi 53701', 'biotechnology', 'pharmaceuticals', 'manager', '(manager/supervisor of staff)', '']
['6a86a2093c037ec90032a91b83542f86', '4500000.0', '5500000.0', '5000000.0', 'year', '', 'staff accountant ', 'full time', 'las vegas', ' nv 89119', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['f8fed98cec913c354d168ca299412169', '1600.0', '0.0', '1600.0', '', '', 'bilingual spanish credit', 'temporary', 'las vegas', ' nv 89115', 'other', 'not classified', 'experienced', '(non-manager)', '']
['fcfd6945c5fa7dd6beccf80d5c1a8863', '3100000.0', '0.0', '3100000.0', '', '', 'overnight billing opportunity', 'temporary', 'las vegas', ' nv 89119', 'other', 'not classified', 'experienced', '(non-manager)', '']
['32a80eb646097fd7fd522010075e64b6', '1075.0', '1075.0', '1075.0', 'hour', '', 'call center rep ', 'part time', 'las vegas', ' nv', 'biotechnology', 'pharmaceuticals', 'customer', 'support/client care', '']
['08c608885bbd195cbfde7cee64030a53', '8500000.0', '12000000.0', '10250000.0', 'year', '', 'director', 'full time', 'north las vegas', ' nv', 'healthcare', 'services', 'medical/health', '', '']
['e990c7cd49c4fa8df13b25f992ac79cf', '3500.0', '4600.0', '4050.0', 'hour', '', 'network engineer ', 'full time temporary', 'madisonwi', '', 'internet', 'services computer software computer it services', 'it/software', 'development', '']
['e875adf9072b348ca183b4d4944113fd', '5000000.0', '7500000.0', '6250000.0', 'year', 'salar', 'sales rep ', 'full time', 'las vegas', ' nv 89121', 'accounting', ' auditing services', 'experienced', '(non-manager)', '"$30', '000 + commissions + benefits"']
['8728feceb32afd1b70eb2918e52e8850', '2500.0', '2500.0', '2500.0', 'hour', '', 'p', 'full time temporary', 'las vegas', ' nv 89119', 'all', '', 'human', 'resources', '']
['eff967de72fe7c32db0abfb9397a302f', '1000.0', '0.0', '1000.0', '', '', 'bilingual customer service rep', 'temporary', 'north las vegas', ' nv 89032', 'other', 'not classified', 'experienced', '(non-manager)', '']
['e58269fd43430fb84fa5e3b26f3e45b9', '8000000.0', '9000000.0', '8500000.0', 'year', '', 'accounting mgr', 'full time', 'las vegas', ' nv 89119', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['0b9cef21632d67124812a23293d75831', '1500.0', '0.0', '1500.0', '', '', 'bilingual collection specialist ', 'full time', 'las vegas', ' nv 89106', 'other', 'not classified', 'experienced', '(non-manager)', '']
['012bebbe5c4dd76e729db27cd0a75106', '5000000.0', '0.0', '5000000.0', '', '', 'salesforce marketing specialist ', 'full time', 'las vegas', ' nv 89144', 'other', 'not classified', 'experienced', '(non-manager)', '']
['31bf0d405ee3d60a996453564dae5c23', '1378.0', '1660.0', '1519.0', 'hour', '', 'job fair', 'full time', 'madison', ' wi 53719', 'retailbankingfinancial', 'services', 'banking/real', 'estate/mortgage professionals', '']
['4c36565999f730dec706428622c32875', '1422.0', '1636.0', '1529.0', 'hour', '', 'program support specialist  ', 'part time', 'madison', ' wi 53703', 'healthcare', 'services', 'administrative/clerical', '', '']
['3883a7a2daf89e56e085964ad6239d13', '5000000.0', '15000000.0', '10000000.0', 'year', 'bonu', 'director', 'full time', 'las vegas', ' nv 89119', 'insurance', '', 'manager', '(manager/supervisor of staff)', '']
['8db3118f997bd13d1d2033b31166efcb', '2000.0', '0.0', '2000.0', '', '', 'office mgr', 'temporary', 'las vegas', ' nv 89102', 'other', 'not classified', 'experienced', '(non-manager)', '']
['0270553d80c703dfe53da1348de13e58', '3000000.0', '3500000.0', '3250000.0', 'year', '', 'retail store assistant mgr ', 'full time', 'las vegas', ' nv 89104', 'retail', '', 'entry', 'level', '']
['14842a518fb6a81c460c079d0a6044fe', '1500.0', '1500.0', '1500.0', 'hour', '', 'customer service rep  ', 'full time', 'las vegas', ' nv 89119', 'bankingreal', 'estate property managementrental services', 'customer', 'support/client care', '']
['d707c63e825e4fce5bc05f8f3a249af1', '2500000.0', '0.0', '2500000.0', 'year', 'commission', 'sales trainee ', 'full time', 'las vegas', ' nv 89118', 'business', 'services   other', 'entry', 'level', '"auto allowance', ' telephone allowance"']
['b2761b84b50a24a0882e58b9148f4a4d', '1100.0', '0.0', '1100.0', '', '', 'accounting data entry clerk', 'temporary', 'henderson', ' nv 89074', 'other', 'not classified', 'experienced', '(non-manager)', '']
['cb5ddfacef6c9cb5309cd485455c7021', '20000000.0', '35000000.0', '27500000.0', 'year', '', 'general dentist ', 'full time', 'greenville', ' sc 29611', 'healthcare', 'services', 'entry', 'level', '']
['0d9395ef2a3fc1fd07237c65f7a3f815', '0.0', '2215.0', '2215.0', 'hour', '', 'clinical therapist ', 'full time', 'delaware', ' oh 43015', 'nonprofit', 'charitable organizations', 'experienced', '(non-manager)', '']
['c94c8723bea170c767be50e3a136c121', '5144600.0', '0.0', '5144600.0', 'year', '', 'wellness coordinator-mental health', 'full time', 'saint paul', ' mn 55114', 'nonprofit', 'charitable organizations', 'medical/health', '', '']
['ea25d93b2d88f34df7ea6f6eb77a5959', '1924.0', '0.0', '1924.0', '', '', 'government', 'full time', 'huntington beach', ' ca 92647', 'other', 'not classified', 'experienced', '(non-manager)', '']
['d5e29ae348d954a12bc034fe6c3123cb', '8500000.0', '9000000.0', '8750000.0', 'year', '', 'laboratory general supervisor ', 'full time', 'pompano beach', ' fl 33064', 'healthcare', 'services', 'manager', '(manager/supervisor of staff)', '']
['219770fe05b9015bf8e676926a64dca3', '3200.0', '3500.0', '3350.0', 'hour', '', 'dental hygienist ', 'part time', 'san antonio', ' tx 78232', 'healthcare', 'services', 'entry', 'level', '']
['dd81c323dae9b47f356b6dea3925ea81', '3000.0', '3600.0', '3300.0', 'hour', 'ful', 'registered nurse', 'full time', 'el paso', ' tx', 'healthcare', 'services', 'experienced', '(non-manager)', 'package']
['cef2c80490b442b0c6ac9cae0d61a123', '12200000.0', '15300000.0', '13750000.0', 'year', 'relocatio', 'healthcare regional director', 'full time', 'walla walla', ' wa', 'healthcare', 'services', 'executive', '"(svp', ' vp', ' department head', ' etc)"', '']
['c7c5ae330a712b462bb56a1ec08ebe97', '1400.0', '0.0', '1400.0', '', '', 'medical assistant', 'full time', 'tarpon springs', ' fl 34689', 'other', 'not classified', 'experienced', '(non-manager)', '']
['33ee8d9630f6747dd6feb95b9ac60d4b', '5000000.0', '7500000.0', '6250000.0', 'year', '', 'physical therapist', 'full time', 'bel air', ' md 21014', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['97a1bf074527d72281a62f5cc88d9d8e', '1924.0', '0.0', '1924.0', '', '', 'government', 'full time', 'huntington beach', ' ca 92647', 'other', 'not classified', 'experienced', '(non-manager)', '']
['d10be37428a0f8592dffc50ecf1a02d9', '1200.0', '0.0', '1200.0', 'hour', '', 'certified nurses assistant ', 'part time', 'armstrong', ' ia 50514', 'healthcare', 'services', 'medical/health', '', '']
['40e3dcacf41fe6a853a4b4ab629858f8', '15500000.0', '18000000.0', '16750000.0', 'year', '', 'heart institute director', 'full time', 'san francisco', ' ca 94102', 'healthcare', 'services', 'manager', '(manager/supervisor of staff)', '']
['ce77be40ccc3a32a50b4cc56d9367acf', '5000000.0', '6500000.0', '5750000.0', 'year', 'percentag', 'clinical social work therapist', 'full time', 'houston', ' tx', 'healthcare', 'services', 'manager', '(manager/supervisor of staff)', 'of profits as bonus']
['8e257518b9fd8808ef4b6f353f95430e', '3000.0', '4000.0', '3500.0', 'hour', 'tem', 'payroll analyst for government', 'full time', 'rockville', ' md 20850', 'government', ' military', 'experienced', '(non-manager)', 'to perm position']
['fd793c77c0fe43feebe9145e3757d9bd', '1200.0', '1600.0', '1400.0', 'hour', '', 'phlebotomist ', 'part time', 'saint charles', ' mo 63301', 'other', 'not classified', 'experienced', '(non-manager)', '']
['a2b4af4051b746feec7120861d00a69e', '1500.0', '0.0', '1500.0', '', '', 'medical assistant', 'full time', 'palm harbor', ' fl 34684', 'other', 'not classified', 'experienced', '(non-manager)', '']
['5462f8860aec658144cc8fa19c69b1c0', '0.0', '2215.0', '2215.0', 'hour', '', 'clinical therapist', 'full time', 'bethesda', ' oh', 'nonprofit', 'charitable organizations', 'experienced', '(non-manager)', '']
